loss,accuracy,val_loss,val_accuracy,val_TN,val_FP,val_FN,val_TP,epoch
0.49439024925231934,0.8086734414100647,0.47958996891975403,0.814858078956604,29308,0,6659,0,1
0.4879428744316101,0.8094033002853394,0.47768303751945496,0.814858078956604,29308,0,6659,0,2
0.48657891154289246,0.8093963861465454,0.4790627956390381,0.814858078956604,29308,0,6659,0,3
0.4887823760509491,0.8094033002853394,0.47881901264190674,0.814858078956604,29308,0,6659,0,4
0.4888555109500885,0.8094033002853394,0.4804137945175171,0.814858078956604,29308,0,6659,0,5
0.4883756935596466,0.8094033002853394,0.4810961186885834,0.814858078956604,29308,0,6659,0,6
0.47549933195114136,0.8096744418144226,0.3837302327156067,0.8148302435874939,29307,1,6659,0,7
0.31784501671791077,0.8801437616348267,0.26656341552734375,0.9300469756126404,28051,1257,1259,5400,8
0.457607626914978,0.831305980682373,0.47000691294670105,0.814858078956604,29308,0,6659,0,9
0.5013337135314941,0.8074014186859131,0.46910253167152405,0.8192510008811951,29308,0,6501,158,10
0.4614366292953491,0.8234513401985168,0.46794843673706055,0.814858078956604,29308,0,6659,0,11
0.4849424958229065,0.8114330172538757,0.4564443528652191,0.814858078956604,29308,0,6659,0,12
0.43606704473495483,0.8228257298469543,0.39707526564598083,0.8175827860832214,29304,4,6557,102,13
0.43723011016845703,0.8300478458404541,0.4655231833457947,0.814858078956604,29308,0,6659,0,14
,0.8188080191612244,,0.814858078956604,29308,0,6659,0,15
,0.8094033002853394,,0.814858078956604,29308,0,6659,0,16
,0.8094033002853394,,0.814858078956604,29308,0,6659,0,17
,0.8094033002853394,,0.814858078956604,28051,1257,1259,5400,18
