loss,accuracy,val_loss,val_accuracy,epoch
0.7101479172706604,0.48249998688697815,0.6945103406906128,0.47999998927116394,1
0.7034831047058105,0.5049999952316284,0.693482518196106,0.49000000953674316,2
0.7064309120178223,0.5162500143051147,0.6946390271186829,0.47999998927116394,3
0.700290322303772,0.5062500238418579,0.6946686506271362,0.47999998927116394,4
0.7037225365638733,0.4950000047683716,0.6935778856277466,0.36500000953674316,5
0.6984339356422424,0.5337499976158142,0.6932255029678345,0.5199999809265137,6
0.7173316478729248,0.4762499928474426,0.6938996911048889,0.49000000953674316,7
0.7176629900932312,0.48625001311302185,0.6952204704284668,0.47999998927116394,8
0.7032666802406311,0.5012500286102295,0.6933038234710693,0.5149999856948853,9
0.7030284404754639,0.5074999928474426,0.694821298122406,0.47999998927116394,10
0.7066236734390259,0.4987500011920929,0.6942031979560852,0.47999998927116394,11
0.7031202912330627,0.5037500262260437,0.693769097328186,0.5049999952316284,12
0.7020434737205505,0.518750011920929,0.6940533518791199,0.47999998927116394,13
0.7111221551895142,0.48249998688697815,0.6939893364906311,0.47999998927116394,14
0.7106508612632751,0.4762499928474426,0.6938803791999817,0.4950000047683716,15
0.6982661485671997,0.5274999737739563,0.6931833624839783,0.5199999809265137,16
0.7059089541435242,0.512499988079071,0.6942763328552246,0.47999998927116394,17
0.7084795236587524,0.49000000953674316,0.693861722946167,0.4950000047683716,18
0.7046838998794556,0.5,0.6961838603019714,0.47999998927116394,19
0.711199164390564,0.4612500071525574,0.6932613849639893,0.5149999856948853,20
0.7042019367218018,0.48875001072883606,0.6943966746330261,0.47999998927116394,21
0.70469069480896,0.49000000953674316,0.6942951679229736,0.47999998927116394,22
0.699292004108429,0.5199999809265137,0.6940132975578308,0.47999998927116394,23
0.6988634467124939,0.5049999952316284,0.6934162378311157,0.4650000035762787,24
0.704169511795044,0.5024999976158142,0.6941716074943542,0.47999998927116394,25
0.7024895548820496,0.5137500166893005,0.6942060589790344,0.47999998927116394,26
0.7069494724273682,0.4950000047683716,0.6943606734275818,0.47999998927116394,27
0.6950048804283142,0.5012500286102295,0.6935698986053467,0.46000000834465027,28
0.7090976238250732,0.45124998688697815,0.6937456727027893,0.5,29
0.7054524421691895,0.53125,0.6949656009674072,0.47999998927116394,30
0.7126976847648621,0.4762499928474426,0.6943197846412659,0.47999998927116394,31
0.6950439214706421,0.5249999761581421,0.6937524676322937,0.5099999904632568,32
0.7071408033370972,0.47874999046325684,0.6948206424713135,0.47999998927116394,33
0.7004806399345398,0.5074999928474426,0.6945047974586487,0.47999998927116394,34
0.7024645209312439,0.5037500262260437,0.693279504776001,0.4950000047683716,35
0.6996715068817139,0.5174999833106995,0.6939858198165894,0.47999998927116394,36
0.6999784708023071,0.512499988079071,0.6945370435714722,0.47999998927116394,37
0.6975393891334534,0.5262500047683716,0.6944992542266846,0.47999998927116394,38
0.7048560380935669,0.48750001192092896,0.6933688521385193,0.4699999988079071,39
0.7015032172203064,0.512499988079071,0.6938045024871826,0.49000000953674316,40
0.7027174234390259,0.47999998927116394,0.6928308606147766,0.5199999809265137,41
0.7054404616355896,0.47999998927116394,0.6950124502182007,0.47999998927116394,42
0.7049577832221985,0.49125000834465027,0.6941120624542236,0.47999998927116394,43
0.7046838402748108,0.5024999976158142,0.6932300329208374,0.5,44
0.7078964710235596,0.4625000059604645,0.6939117908477783,0.47999998927116394,45
0.6993706226348877,0.518750011920929,0.6939023733139038,0.47999998927116394,46
0.7041618824005127,0.4975000023841858,0.6943654417991638,0.47999998927116394,47
0.701667070388794,0.48500001430511475,0.6944373250007629,0.47999998927116394,48
0.6993306875228882,0.5099999904632568,0.6939380764961243,0.47999998927116394,49
0.7043312191963196,0.4950000047683716,0.6930384635925293,0.5199999809265137,50
