loss,accuracy,val_loss,val_accuracy,val_TN,val_FP,val_FN,val_TP,epoch
0.48692938685417175,0.8085830807685852,0.4692568778991699,0.814858078956604,29308,0,6659,0,1
0.42065703868865967,0.8194544911384583,0.36917844414711,0.8148302435874939,29307,1,6659,0,2
0.12321974337100983,0.9607685208320618,0.051882509142160416,0.9846248030662537,29154,154,399,6260,3
0.05776529759168625,0.9846312999725342,0.05454576015472412,0.9843467473983765,29234,74,489,6170,4
0.05467949062585831,0.9849927425384521,0.05347510799765587,0.9852364659309387,29281,27,504,6155,5
0.057309143245220184,0.9844644665718079,0.04873666912317276,0.986126184463501,29259,49,450,6209,6
0.050282832235097885,0.9859589338302612,0.04614313691854477,0.9861539602279663,29167,141,357,6302,7
0.04449678212404251,0.9873561263084412,0.03792949393391609,0.9877943396568298,29248,60,379,6280,8
0.0382620133459568,0.9886003732681274,0.030300144106149673,0.9908527135848999,29220,88,241,6418,9
0.03091098554432392,0.9903172254562378,0.024419529363512993,0.9916868209838867,29252,56,243,6416,10
0.02544398233294487,0.9921662211418152,0.022269578650593758,0.9927989840507507,29170,138,121,6538,11
0.021137725561857224,0.9933131337165833,0.01990208402276039,0.9941613078117371,29186,122,88,6571,12
0.01552795059978962,0.9952941536903381,0.01205053087323904,0.9963299632072449,29198,110,22,6637,13
0.0127769960090518,0.9961143732070923,0.006081174593418837,0.9981371760368347,29284,24,43,6616,14
0.009763327427208424,0.9971083998680115,0.006364977452903986,0.9982205629348755,29270,38,26,6633,15
0.009676790796220303,0.9971640110015869,0.005521939601749182,0.9983317852020264,29265,43,17,6642,16
0.007827332243323326,0.9977130889892578,0.004368219058960676,0.9987210631370544,29296,12,34,6625,17
0.007203572429716587,0.9979077577590942,0.004232653882354498,0.9988322854042053,29291,17,25,6634,18
0.00631308788433671,0.9981997013092041,0.003717740997672081,0.9989156723022461,29289,19,20,6639,19
0.0058270408771932125,0.9983943104743958,0.004870648495852947,0.9986098408699036,29264,44,6,6653,20
0.005219615064561367,0.998491644859314,0.00299848266877234,0.9992215037345886,29290,18,10,6649,21
0.004572287201881409,0.9986584782600403,0.006048697512596846,0.9984430074691772,29302,6,50,6609,22
0.004433951806277037,0.9987766146659851,0.0035124742425978184,0.9989712834358215,29284,24,13,6646,23
0.004407638683915138,0.9987279772758484,0.004629281349480152,0.9985820055007935,29275,33,18,6641,24
0.0033084475435316563,0.9990755319595337,0.0021193656139075756,0.9994717240333557,29295,13,6,6653,25
0.0035353193525224924,0.9990129470825195,0.003893426386639476,0.9986932277679443,29263,45,2,6657,26
0.003398365341126919,0.9989781975746155,0.002605428686365485,0.9991381168365479,29282,26,5,6654,27
1.4062405824661255,0.8127676248550415,0.8421424031257629,0.814858078956604,29308,0,6659,0,28
1.1834040880203247,0.710010826587677,0.5774519443511963,0.814858078956604,29308,0,6659,0,29
0.679538369178772,0.7624214291572571,0.21065178513526917,0.9121416807174683,29303,5,3155,3504,30
0.22280162572860718,0.9224962592124939,0.11749809980392456,0.9709733724594116,29290,18,10,6649,31
