loss,accuracy,val_loss,val_accuracy,epoch
0.4898565113544464,0.8093685507774353,0.47844600677490234,0.814858078956604,1
0.48596927523612976,0.8093546628952026,0.47185012698173523,0.814858078956604,2
0.4883638024330139,0.8056637048721313,0.479032039642334,0.814858078956604,3
0.48347610235214233,0.8057262301445007,0.5353649258613586,0.814858078956604,4
0.4959949553012848,0.8092573285102844,0.48471736907958984,0.814858078956604,5
0.4888722896575928,0.8094033002853394,0.4779241681098938,0.814858078956604,6
0.4876466989517212,0.8094033002853394,0.4754808247089386,0.814858078956604,7
0.48656532168388367,0.8094033002853394,0.4780184328556061,0.814858078956604,8
0.48491087555885315,0.8094033002853394,0.47210854291915894,0.814858078956604,9
0.4841803312301636,0.8094033002853394,0.471780002117157,0.814858078956604,10
0.44515934586524963,0.8227492570877075,0.17918181419372559,0.9606027603149414,11
0.4014306962490082,0.8402032256126404,0.4732043445110321,0.814858078956604,12
0.4330620765686035,0.8198089599609375,0.3892425000667572,0.8151360750198364,13
0.3215130567550659,0.8830631971359253,0.17286176979541779,0.9523451924324036,14
0.1773451715707779,0.9458933472633362,0.09970732778310776,0.9705563187599182,15
0.11503750830888748,0.9661972522735596,0.0672522708773613,0.9794533848762512,16
0.08186081796884537,0.9772632718086243,0.058730348944664,0.9813162088394165,17
0.07470108568668365,0.9783614873886108,0.06964421272277832,0.9812049865722656,18
0.0938861221075058,0.9723697304725647,0.058262914419174194,0.9832902550697327,19
0.06632590293884277,0.9816493391990662,0.05037468671798706,0.985264241695404,20
0.053404226899147034,0.9849302172660828,0.04070309177041054,0.986487627029419,21
0.044195663183927536,0.9866610169410706,0.034472670406103134,0.9886006712913513,22
0.03494148328900337,0.9887532591819763,0.024548329412937164,0.9922707080841064,23
0.031075522303581238,0.9902685880661011,0.02308564819395542,0.991853654384613,24
0.08262394368648529,0.9741213917732239,0.04145633801817894,0.9853476881980896,25
0.04163756221532822,0.9865220189094543,0.03457216918468475,0.9880167841911316,26
0.03353356197476387,0.9894622564315796,0.022742310538887978,0.9919370412826538,27
0.026703739538788795,0.991095781326294,0.018484199419617653,0.9933550357818604,28
0.022192591801285744,0.992638885974884,0.01989339478313923,0.9926599264144897,29
0.01889718510210514,0.9938414096832275,0.013069055043160915,0.9955793023109436,30
0.01631210185587406,0.9950925707817078,0.013066503219306469,0.995245635509491,31
0.013823511078953743,0.995759904384613,0.011011517606675625,0.9966914057731628,32
0.012437383644282818,0.9962255954742432,0.012144830077886581,0.9960519075393677,33
0.010647709481418133,0.9968025088310242,0.007670402992516756,0.9973586797714233,34
0.010349675081670284,0.9970666766166687,0.0056157587096095085,0.9982483983039856,35
0.01091672107577324,0.9967538714408875,0.007659755181521177,0.997553288936615,36
0.009293977171182632,0.9973933696746826,0.007854118011891842,0.997330904006958,37
0.008244720287621021,0.997594952583313,0.013532252050936222,0.994884192943573,38
0.009043700061738491,0.9973099827766418,0.00546420831233263,0.9981650114059448,39
0.008625349961221218,0.9974350929260254,0.004582512658089399,0.9986932277679443,40
0.007917732931673527,0.9978521466255188,0.011394328437745571,0.9959129095077515,41
0.007066939026117325,0.9980189800262451,0.005062118638306856,0.9984152317047119,42
0.006848873570561409,0.9980537295341492,0.004438788630068302,0.9986098408699036,43
0.007290496490895748,0.9978312849998474,0.004986245185136795,0.9982761740684509,44
0.005959313362836838,0.9983178377151489,0.00394459767267108,0.9987766742706299,45
0.008689794689416885,0.9975740909576416,0.003766084322705865,0.9989434480667114,46
0.0061791990883648396,0.9983943104743958,0.004471604246646166,0.9989156723022461,47
0.0061078062281012535,0.9982274770736694,0.0031919358298182487,0.9989156723022461,48
0.005294805858284235,0.9986653923988342,0.004313872195780277,0.9988044500350952,49
0.005023623816668987,0.9986932277679443,0.007363566663116217,0.9974699020385742,50
