loss,accuracy,val_loss,val_accuracy,val_TN,val_FP,val_FN,val_TP,epoch
0.14395731687545776,0.9701933860778809,0.1411365121603012,0.9684478640556335,0,248,0,7612,1
0.13055117428302765,0.971497654914856,0.1405012458562851,0.9684478640556335,0,248,0,7612,2
0.13031820952892303,0.971497654914856,0.14011748135089874,0.9684478640556335,0,248,0,7612,3
0.1305752694606781,0.971497654914856,0.1401040256023407,0.9684478640556335,0,248,0,7612,4
0.13051649928092957,0.971497654914856,0.1409507542848587,0.9684478640556335,0,248,0,7612,5
0.1298891305923462,0.971497654914856,0.14168837666511536,0.9684478640556335,0,248,0,7612,6
0.13016946613788605,0.971497654914856,0.13948088884353638,0.9684478640556335,0,248,0,7612,7
0.12944604456424713,0.971497654914856,0.1396171599626541,0.9684478640556335,0,248,0,7612,8
0.12970592081546783,0.971497654914856,0.13893236219882965,0.9684478640556335,0,248,0,7612,9
0.12929123640060425,0.971497654914856,0.13850128650665283,0.9684478640556335,0,248,0,7612,10
0.13280032575130463,0.971497654914856,0.10889929533004761,0.9684478640556335,0,248,0,7612,11
0.10657835751771927,0.971497654914856,0.11768736690282822,0.9684478640556335,0,248,0,7612,12
0.11177803575992584,0.971497654914856,0.11337792128324509,0.9684478640556335,0,248,0,7612,13
0.11106130480766296,0.971497654914856,0.11295801401138306,0.9684478640556335,0,248,0,7612,14
0.11281538009643555,0.971497654914856,0.1115322858095169,0.9684478640556335,0,248,0,7612,15
0.12678183615207672,0.971497654914856,0.1397080421447754,0.9684478640556335,0,248,0,7612,16
0.1301930546760559,0.971497654914856,0.1399318277835846,0.9684478640556335,0,248,0,7612,17
0.12970368564128876,0.971497654914856,0.13897261023521423,0.9684478640556335,0,248,0,7612,18
0.1287720650434494,0.971497654914856,0.14015500247478485,0.9684478640556335,0,248,0,7612,19
0.12917768955230713,0.971497654914856,0.13874655961990356,0.9684478640556335,0,248,0,7612,20
0.12880577147006989,0.971497654914856,0.13848260045051575,0.9684478640556335,0,248,0,7612,21
