loss,accuracy,val_loss,val_accuracy,val_TN,val_FP,val_FN,val_TP,epoch
0.14250029623508453,0.9695889949798584,0.1408671885728836,0.9684478640556335,0,248,0,7612,1
0.13049034774303436,0.971497654914856,0.14060544967651367,0.9684478640556335,0,248,0,7612,2
0.13070471584796906,0.971497654914856,0.13979902863502502,0.9684478640556335,0,248,0,7612,3
0.1303519755601883,0.971497654914856,0.14181773364543915,0.9684478640556335,0,248,0,7612,4
0.13013094663619995,0.971497654914856,0.14091937243938446,0.9684478640556335,0,248,0,7612,5
0.13012276589870453,0.971497654914856,0.14063021540641785,0.9684478640556335,0,248,0,7612,6
0.13013285398483276,0.971497654914856,0.1396336853504181,0.9684478640556335,0,248,0,7612,7
0.1298568695783615,0.971497654914856,0.1414567083120346,0.9684478640556335,0,248,0,7612,8
0.12961998581886292,0.971497654914856,0.13991586863994598,0.9684478640556335,0,248,0,7612,9
0.12874071300029755,0.971497654914856,0.1387217491865158,0.9684478640556335,0,248,0,7612,10
0.12854106724262238,0.971497654914856,0.1386909931898117,0.9684478640556335,0,248,0,7612,11
0.12925201654434204,0.971497654914856,0.13978837430477142,0.9684478640556335,0,248,0,7612,12
0.12955990433692932,0.971497654914856,0.13839060068130493,0.9684478640556335,0,248,0,7612,13
0.1286918818950653,0.971497654914856,0.13869348168373108,0.9684478640556335,0,248,0,7612,14
0.12821882963180542,0.971497654914856,0.13672690093517303,0.9684478640556335,0,248,0,7612,15
0.13552114367485046,0.9731518030166626,0.13994371891021729,0.9684478640556335,0,248,0,7612,16
0.13025374710559845,0.971497654914856,0.13900527358055115,0.9684478640556335,0,248,0,7612,17
0.12311612814664841,0.971497654914856,0.13671404123306274,0.9684478640556335,0,248,0,7612,18
0.12204653769731522,0.971497654914856,0.1345439851284027,0.9684478640556335,0,248,0,7612,19
0.1256309300661087,0.971497654914856,0.13806185126304626,0.9684478640556335,0,248,0,7612,20
0.1303720921278,0.971497654914856,0.14213629066944122,0.9684478640556335,0,248,0,7612,21
0.13039666414260864,0.971497654914856,0.13938388228416443,0.9684478640556335,0,248,0,7612,22
0.126841738820076,0.971497654914856,0.12039628624916077,0.9684478640556335,0,248,0,7612,23
0.12607979774475098,0.971497654914856,0.1400923728942871,0.9684478640556335,0,248,0,7612,24
0.1277933120727539,0.971497654914856,0.13356520235538483,0.9684478640556335,0,248,0,7612,25
0.12515971064567566,0.971497654914856,0.13784945011138916,0.9684478640556335,0,248,0,7612,26
0.12350579351186752,0.971497654914856,0.14158669114112854,0.9684478640556335,0,248,0,7612,27
0.13079218566417694,0.971497654914856,0.13828450441360474,0.9684478640556335,0,248,0,7612,28
0.12905091047286987,0.971497654914856,0.13840852677822113,0.9684478640556335,0,248,0,7612,29
0.12923988699913025,0.971497654914856,0.13920727372169495,0.9684478640556335,0,248,0,7612,30
0.12944075465202332,0.971497654914856,0.13937023282051086,0.9684478640556335,0,248,0,7612,31
0.12946899235248566,0.971497654914856,0.13903839886188507,0.9684478640556335,0,248,0,7612,32
0.1287662237882614,0.971497654914856,0.1387714147567749,0.9684478640556335,0,248,0,7612,33
